"","CustomerID","last_purchase","recency","frequency","monetary","one_time","avg_per_purchase","R","F","M","groupRFM","score","segment_recency","segment_frequency","segment_monetary"
"48","14081",2011-02-10 16:17:00,302.666666666667,2,934.52,"More than once",467.26,5,1,1,511,7,"Inactive","B. Regulars","Top - 50%"
"49","14082",2010-12-10 11:02:00,364.666666666667,1,182.25,"One-timer",182.25,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"50","14090",2011-01-19 10:51:00,324.666666666667,1,76.32,"One-timer",76.32,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"51","14130",2011-01-24 16:05:00,319.666666666667,1,483.86,"One-timer",483.86,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"52","14142",2010-12-01 16:33:00,373.666666666667,1,311.81,"One-timer",311.81,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"53","14185",2011-01-12 13:52:00,331.666666666667,1,197.65,"One-timer",197.65,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"54","14237",2010-12-01 13:20:00,373.666666666667,1,161,"One-timer",161,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"55","14238",2011-01-17 14:40:00,326.666666666667,1,146.85,"One-timer",146.85,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"56","14248",2011-01-25 14:45:00,318.666666666667,1,302.58,"One-timer",302.58,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"57","14270",2011-01-12 09:33:00,331.666666666667,1,492.65,"One-timer",492.65,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"58","14355",2010-12-09 12:16:00,365.666666666667,1,174.4,"One-timer",174.4,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"59","14368",2011-01-24 09:52:00,319.666666666667,1,155,"One-timer",155,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"60","14373",2010-12-16 15:40:00,358.666666666667,1,76.55,"One-timer",76.55,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"61","14411",2011-02-02 10:56:00,310.666666666667,1,1063,"One-timer",1063,5,1,1,511,7,"Inactive","C. Returning customers","Top - 50%"
"62","14413",2010-12-12 13:37:00,362.666666666667,1,122.7,"One-timer",122.7,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"63","14431",2011-02-10 10:40:00,302.666666666667,1,470.36,"One-timer",470.36,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"64","14437",2010-12-09 09:27:00,365.666666666667,1,63,"One-timer",63,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"65","14438",2011-02-06 14:56:00,306.666666666667,1,131.9,"One-timer",131.9,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"66","14457",2011-02-02 09:39:00,310.666666666667,1,113.64,"One-timer",113.64,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"67","14496",2011-02-01 09:01:00,311.666666666667,2,538.81,"More than once",269.405,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"68","14497",2011-02-03 17:01:00,309.666666666667,1,475.37,"One-timer",475.37,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"69","14549",2011-02-01 13:47:00,311.666666666667,1,289.24,"One-timer",289.24,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"70","14576",2010-12-02 17:51:00,372.666666666667,1,35.4,"One-timer",35.4,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"71","14589",2010-12-03 11:42:00,371.666666666667,1,39.75,"One-timer",39.75,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"72","14600",2011-02-07 09:48:00,305.666666666667,1,393.33,"One-timer",393.33,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"73","14729",2010-12-01 12:43:00,373.666666666667,1,313.49,"One-timer",313.49,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"74","14782",2011-01-24 11:12:00,319.666666666667,1,200.1,"One-timer",200.1,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"75","14813",2010-12-05 11:57:00,369.666666666667,2,155.43,"More than once",77.715,5,1,1,511,7,"Inactive","B. Regulars","Worst"
"76","14821",2010-12-08 08:43:00,366.666666666667,1,48.8,"One-timer",48.8,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"77","14850",2011-02-01 11:21:00,311.666666666667,1,325.75,"One-timer",325.75,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"78","14889",2011-01-07 15:19:00,336.666666666667,1,135.9,"One-timer",135.9,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"79","15052",2011-01-24 15:52:00,319.666666666667,1,215.78,"One-timer",215.78,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"80","15070",2010-12-02 11:23:00,372.666666666667,1,106.2,"One-timer",106.2,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"81","15090",2011-02-04 14:03:00,308.666666666667,1,381.32,"One-timer",381.32,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"82","15100",2011-01-10 10:35:00,333.666666666667,3,876,"More than once",292,5,1,1,511,7,"Inactive","B. Regulars","Top - 50%"
"83","15107",2011-02-01 14:46:00,311.666666666667,6,319.5,"More than once",53.25,5,1,1,511,7,"Inactive","A. Stellar customer","Top - 75%"
"84","15160",2010-12-17 14:15:00,357.666666666667,1,158.16,"One-timer",158.16,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"85","15165",2010-12-01 14:03:00,373.666666666667,1,487.75,"One-timer",487.75,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"86","15167",2011-01-23 12:41:00,320.666666666667,1,163,"One-timer",163,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"87","15171",2011-01-12 15:36:00,331.666666666667,1,1289.5,"One-timer",1289.5,5,1,1,511,7,"Inactive","C. Returning customers","Top - 50%"
"88","15174",2011-01-21 09:06:00,322.666666666667,1,135.75,"One-timer",135.75,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"89","15180",2010-12-07 14:57:00,367.666666666667,1,87.5,"One-timer",87.5,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"90","15204",2010-12-17 13:49:00,357.666666666667,1,316.58,"One-timer",316.58,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"91","15213",2011-01-25 12:21:00,318.666666666667,2,328.35,"More than once",164.175,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"92","15221",2010-12-08 13:08:00,366.666666666667,1,403.25,"One-timer",403.25,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"93","15222",2011-01-25 08:03:00,318.666666666667,1,585,"One-timer",585,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"94","15224",2010-12-16 15:02:00,358.666666666667,2,322.08,"More than once",161.04,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"95","15226",2011-02-02 11:41:00,310.666666666667,1,154.41,"One-timer",154.41,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"96","15262",2011-01-20 12:16:00,323.666666666667,1,178.95,"One-timer",178.95,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"97","15266",2011-01-05 13:40:00,338.666666666667,1,119.3,"One-timer",119.3,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"98","15279",2010-12-20 10:48:00,354.666666666667,1,290.51,"One-timer",290.51,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"99","15316",2011-01-17 11:34:00,326.666666666667,1,165,"One-timer",165,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"100","15326",2011-01-10 11:38:00,333.666666666667,1,311.71,"One-timer",311.71,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"101","15346",2011-01-11 11:18:00,332.666666666667,1,252.42,"One-timer",252.42,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"102","15347",2010-12-08 15:25:00,366.666666666667,1,201.6,"One-timer",201.6,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"103","15350",2010-12-01 13:33:00,373.666666666667,1,115.65,"One-timer",115.65,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"104","15361",2010-12-13 09:52:00,361.666666666667,1,418.92,"One-timer",418.92,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"105","15363",2010-12-02 12:28:00,372.666666666667,1,326,"One-timer",326,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"106","15395",2011-01-18 12:40:00,325.666666666667,1,107.45,"One-timer",107.45,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"107","15415",2011-01-30 14:13:00,313.666666666667,1,572.81,"One-timer",572.81,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"108","15422",2011-01-20 16:17:00,323.666666666667,2,97.7,"More than once",48.85,5,1,1,511,7,"Inactive","B. Regulars","Worst"
"109","15447",2011-01-13 11:26:00,330.666666666667,1,155.17,"One-timer",155.17,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"110","15448",2011-01-31 10:42:00,312.666666666667,1,494.64,"One-timer",494.64,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"111","15454",2010-12-12 14:21:00,362.666666666667,1,179.1,"One-timer",179.1,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"112","15460",2010-12-20 16:08:00,354.666666666667,1,216.76,"One-timer",216.76,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"113","15464",2011-01-05 15:56:00,338.666666666667,1,1048.85,"One-timer",1048.85,5,1,1,511,7,"Inactive","C. Returning customers","Top - 50%"
"114","15503",2010-12-12 10:57:00,362.666666666667,1,147.09,"One-timer",147.09,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"115","15510",2011-01-13 12:10:00,330.666666666667,1,250,"One-timer",250,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"116","15562",2010-12-23 09:55:00,351.666666666667,1,134.55,"One-timer",134.55,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"117","15607",2011-01-07 12:44:00,336.666666666667,1,104.76,"One-timer",104.76,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"118","15649",2011-01-07 13:34:00,336.666666666667,2,816,"More than once",408,5,1,1,511,7,"Inactive","B. Regulars","Top - 50%"
"119","15661",2011-01-26 13:56:00,317.666666666667,2,309.8,"More than once",154.9,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"120","15723",2010-12-10 11:12:00,364.666666666667,1,203.1,"One-timer",203.1,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"121","15753",2011-02-08 12:41:00,304.666666666667,1,79.2,"One-timer",79.2,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"122","15789",2010-12-16 14:35:00,358.666666666667,1,351.3,"One-timer",351.3,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"123","15808",2011-02-06 14:33:00,306.666666666667,4,3734.97,"More than once",933.7425,5,1,1,511,7,"Inactive","B. Regulars","Best"
"124","15820",2011-01-24 12:00:00,319.666666666667,1,206.98,"One-timer",206.98,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"125","15823",2010-12-02 15:08:00,372.666666666667,1,15,"One-timer",15,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"126","15843",2011-02-09 10:19:00,303.666666666667,1,118.95,"One-timer",118.95,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"127","15880",2010-12-05 13:00:00,369.666666666667,1,343.28,"One-timer",343.28,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"128","15881",2011-01-31 16:59:00,312.666666666667,5,501.39,"More than once",100.278,5,1,1,511,7,"Inactive","A. Stellar customer","Top - 75%"
"129","15899",2010-12-06 10:36:00,368.666666666667,1,56.25,"One-timer",56.25,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"130","15922",2010-12-01 13:51:00,373.666666666667,1,369.5,"One-timer",369.5,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"131","15923",2010-12-02 12:16:00,372.666666666667,1,127.08,"One-timer",127.08,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"132","15940",2011-02-01 16:18:00,311.666666666667,1,35.8,"One-timer",35.8,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"133","15945",2010-12-09 13:14:00,365.666666666667,1,181,"One-timer",181,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"134","15970",2011-02-09 12:08:00,303.666666666667,1,314.1,"One-timer",314.1,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"135","15973",2010-12-08 11:42:00,366.666666666667,1,307.82,"One-timer",307.82,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"136","16030",2011-02-03 11:28:00,309.666666666667,1,331.24,"One-timer",331.24,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"137","16048",2010-12-01 15:28:00,373.666666666667,2,256.44,"More than once",128.22,5,1,1,511,7,"Inactive","B. Regulars","Worst"
"138","16065",2010-12-09 13:03:00,365.666666666667,1,372.09,"One-timer",372.09,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"139","16084",2011-02-13 16:05:00,299.666666666667,1,436.18,"One-timer",436.18,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"140","16124",2011-01-26 14:45:00,317.666666666667,1,249,"One-timer",249,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"141","16125",2010-12-07 15:48:00,367.666666666667,1,289.35,"One-timer",289.35,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"142","16202",2010-12-14 10:43:00,360.666666666667,1,365.27,"One-timer",365.27,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"143","16222",2011-01-25 13:38:00,318.666666666667,1,846.72,"One-timer",846.72,5,1,1,511,7,"Inactive","C. Returning customers","Top - 50%"
"144","16270",2010-12-21 14:26:00,353.666666666667,1,1141.24,"One-timer",1141.24,5,1,1,511,7,"Inactive","C. Returning customers","Top - 50%"
"145","16274",2010-12-01 15:35:00,373.666666666667,1,357.95,"One-timer",357.95,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"146","16282",2011-01-04 11:42:00,339.666666666667,1,168.3,"One-timer",168.3,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"147","16315",2011-01-13 11:57:00,330.666666666667,1,226.37,"One-timer",226.37,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"148","16351",2011-01-11 10:26:00,332.666666666667,1,153.9,"One-timer",153.9,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"149","16387",2011-01-21 11:34:00,322.666666666667,1,94.36,"One-timer",94.36,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"150","16403",2011-01-31 13:39:00,312.666666666667,1,177.5,"One-timer",177.5,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"151","16405",2011-02-10 15:24:00,302.666666666667,2,167.25,"More than once",83.625,5,1,1,511,7,"Inactive","B. Regulars","Worst"
"152","16425",2011-02-10 14:30:00,302.666666666667,1,302.7,"One-timer",302.7,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"153","16499",2010-12-14 13:31:00,360.666666666667,2,365.45,"More than once",182.725,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"154","16510",2010-12-02 13:39:00,372.666666666667,1,248.1,"One-timer",248.1,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"155","16565",2010-12-10 15:21:00,364.666666666667,1,173.7,"One-timer",173.7,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"156","16583",2010-12-01 12:03:00,373.666666666667,1,233.45,"One-timer",233.45,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"157","16658",2010-12-06 13:47:00,368.666666666667,1,123.24,"One-timer",123.24,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"158","16665",2010-12-12 14:03:00,362.666666666667,1,135.4,"One-timer",135.4,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"159","16679",2010-12-08 13:51:00,366.666666666667,1,129.75,"One-timer",129.75,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"160","16718",2010-12-05 13:03:00,369.666666666667,1,623.75,"One-timer",623.75,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"161","16725",2011-02-10 16:52:00,302.666666666667,7,781.02,"More than once",111.574285714286,5,1,1,511,7,"Inactive","A. Stellar customer","Top - 50%"
"162","16727",2010-12-10 13:48:00,364.666666666667,1,272.82,"One-timer",272.82,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"163","16752",2010-12-02 12:18:00,372.666666666667,1,207.5,"One-timer",207.5,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"164","16754",2010-12-02 17:38:00,372.666666666667,1,2002.4,"One-timer",2002.4,5,1,1,511,7,"Inactive","C. Returning customers","Best"
"165","16757",2011-01-25 11:59:00,318.666666666667,1,106.83,"One-timer",106.83,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"166","16781",2010-12-02 14:26:00,372.666666666667,1,311.25,"One-timer",311.25,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"167","16795",2010-12-09 14:08:00,365.666666666667,1,414.88,"One-timer",414.88,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"168","16812",2010-12-14 12:35:00,360.666666666667,1,479.35,"One-timer",479.35,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"169","16850",2011-01-10 11:09:00,333.666666666667,1,332.41,"One-timer",332.41,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"170","16858",2010-12-06 09:52:00,368.666666666667,1,375.69,"One-timer",375.69,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"171","16893",2010-12-08 12:06:00,366.666666666667,1,145.93,"One-timer",145.93,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"172","16897",2011-02-13 15:02:00,299.666666666667,2,289.78,"More than once",144.89,5,1,1,511,7,"Inactive","B. Regulars","Worst"
"173","16926",2010-12-03 13:42:00,371.666666666667,1,230.25,"One-timer",230.25,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"174","17062",2011-01-30 11:01:00,313.666666666667,4,538.37,"More than once",134.5925,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"175","17094",2011-01-21 13:09:00,322.666666666667,1,302,"One-timer",302,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"176","17118",2011-01-26 12:19:00,317.666666666667,1,157.02,"One-timer",157.02,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"177","17128",2011-01-09 12:02:00,334.666666666667,1,157.09,"One-timer",157.09,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"178","17223",2011-02-02 15:57:00,310.666666666667,2,426.79,"More than once",213.395,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"179","17226",2011-02-04 11:52:00,308.666666666667,1,393.49,"One-timer",393.49,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"180","17239",2011-01-31 09:41:00,312.666666666667,1,382.5,"One-timer",382.5,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"181","17251",2010-12-12 11:06:00,362.666666666667,1,283.28,"One-timer",283.28,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"182","17291",2011-02-04 13:04:00,308.666666666667,1,550.8,"One-timer",550.8,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"183","17303",2010-12-13 13:32:00,361.666666666667,1,250.04,"One-timer",250.04,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"184","17334",2011-02-10 14:59:00,302.666666666667,2,307.02,"More than once",153.51,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"185","17343",2010-12-19 15:07:00,355.666666666667,1,193.64,"One-timer",193.64,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"186","17356",2011-02-01 11:07:00,311.666666666667,1,178.22,"One-timer",178.22,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"187","17358",2011-02-09 16:57:00,303.666666666667,2,365.85,"More than once",182.925,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"188","17392",2011-02-06 12:48:00,306.666666666667,2,457.91,"More than once",228.955,5,1,1,511,7,"Inactive","B. Regulars","Top - 75%"
"189","17406",2011-01-10 15:07:00,333.666666666667,3,2200.42,"More than once",733.473333333333,5,1,1,511,7,"Inactive","B. Regulars","Best"
"190","17431",2011-01-30 14:36:00,313.666666666667,1,403.3,"One-timer",403.3,5,1,1,511,7,"Inactive","C. Returning customers","Top - 75%"
"191","17456",2010-12-09 15:23:00,365.666666666667,1,249.86,"One-timer",249.86,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"192","17496",2010-12-16 08:39:00,358.666666666667,1,271.05,"One-timer",271.05,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
"193","17517",2011-02-04 11:48:00,308.666666666667,1,153.94,"One-timer",153.94,5,1,1,511,7,"Inactive","C. Returning customers","Worst"
